X=154, Y=212, Pressure=1480, Time=2016-05-16-17-29-43:0737
X=154, Y=212, Pressure=1475, Time=2016-05-16-17-29-43:0747
X=154, Y=212, Pressure=1457, Time=2016-05-16-17-29-43:0777
X=154, Y=212, Pressure=1482, Time=2016-05-16-17-29-43:0837
X=154, Y=212, Pressure=1482, Time=2016-05-16-17-29-43:0877
X=154, Y=212, Pressure=1473, Time=2016-05-16-17-29-43:0937
X=154, Y=212, Pressure=1504, Time=2016-05-16-17-29-43:0977
X=154, Y=211, Pressure=1516, Time=2016-05-16-17-29-43:1037
X=155, Y=211, Pressure=1516, Time=2016-05-16-17-29-43:1077
X=155, Y=211, Pressure=1522, Time=2016-05-16-17-29-43:1137
X=155, Y=211, Pressure=1551, Time=2016-05-16-17-29-43:1177
X=155, Y=211, Pressure=1555, Time=2016-05-16-17-29-43:1237
X=156, Y=211, Pressure=1563, Time=2016-05-16-17-29-43:1277
X=157, Y=211, Pressure=1590, Time=2016-05-16-17-29-43:1337
X=159, Y=211, Pressure=1600, Time=2016-05-16-17-29-43:1377
X=160, Y=211, Pressure=1565, Time=2016-05-16-17-29-43:1437
X=162, Y=211, Pressure=1574, Time=2016-05-16-17-29-43:1477
X=164, Y=211, Pressure=1576, Time=2016-05-16-17-29-43:1537
X=166, Y=211, Pressure=1571, Time=2016-05-16-17-29-43:1577
X=168, Y=211, Pressure=1582, Time=2016-05-16-17-29-43:1637
X=170, Y=211, Pressure=1592, Time=2016-05-16-17-29-43:1677
X=173, Y=211, Pressure=1594, Time=2016-05-16-17-29-43:1737
X=178, Y=211, Pressure=1618, Time=2016-05-16-17-29-43:1777
X=181, Y=211, Pressure=1602, Time=2016-05-16-17-29-43:1837
X=185, Y=212, Pressure=1623, Time=2016-05-16-17-29-43:1897
X=188, Y=212, Pressure=1637, Time=2016-05-16-17-29-43:1937
X=192, Y=212, Pressure=1657, Time=2016-05-16-17-29-43:1997
X=195, Y=212, Pressure=1670, Time=2016-05-16-17-29-43:2037
X=203, Y=212, Pressure=1672, Time=2016-05-16-17-29-43:2097
X=206, Y=212, Pressure=1698, Time=2016-05-16-17-29-43:2147
