X=107, Y=241, Pressure=1543, Time=2016-05-16-17-30-02:4628
X=107, Y=241, Pressure=1555, Time=2016-05-16-17-30-02:4628
X=107, Y=241, Pressure=1537, Time=2016-05-16-17-30-02:4658
X=107, Y=241, Pressure=1547, Time=2016-05-16-17-30-02:4718
X=107, Y=241, Pressure=1565, Time=2016-05-16-17-30-02:4778
X=107, Y=241, Pressure=1553, Time=2016-05-16-17-30-02:4818
X=107, Y=241, Pressure=1555, Time=2016-05-16-17-30-02:4878
X=107, Y=241, Pressure=1592, Time=2016-05-16-17-30-02:4918
X=107, Y=241, Pressure=1602, Time=2016-05-16-17-30-02:4978
X=107, Y=241, Pressure=1612, Time=2016-05-16-17-30-02:5018
X=107, Y=241, Pressure=1641, Time=2016-05-16-17-30-02:5078
X=107, Y=241, Pressure=1651, Time=2016-05-16-17-30-02:5118
X=108, Y=241, Pressure=1668, Time=2016-05-16-17-30-02:5178
X=110, Y=241, Pressure=1670, Time=2016-05-16-17-30-02:5218
X=111, Y=242, Pressure=1672, Time=2016-05-16-17-30-02:5278
X=114, Y=242, Pressure=1694, Time=2016-05-16-17-30-02:5318
X=117, Y=242, Pressure=1676, Time=2016-05-16-17-30-02:5378
X=118, Y=243, Pressure=1688, Time=2016-05-16-17-30-02:5418
X=122, Y=243, Pressure=1676, Time=2016-05-16-17-30-02:5478
X=125, Y=244, Pressure=1684, Time=2016-05-16-17-30-02:5518
X=129, Y=244, Pressure=1694, Time=2016-05-16-17-30-02:5578
X=133, Y=245, Pressure=1704, Time=2016-05-16-17-30-02:5618
X=141, Y=246, Pressure=1700, Time=2016-05-16-17-30-02:5678
X=146, Y=246, Pressure=1706, Time=2016-05-16-17-30-02:5718
X=150, Y=246, Pressure=1727, Time=2016-05-16-17-30-02:5778
X=154, Y=247, Pressure=1702, Time=2016-05-16-17-30-02:5818
X=158, Y=247, Pressure=1706, Time=2016-05-16-17-30-02:5878
X=162, Y=247, Pressure=1710, Time=2016-05-16-17-30-02:5918
