X=134, Y=281, Pressure=1635, Time=2016-05-16-17-31-05:5704
X=134, Y=281, Pressure=1610, Time=2016-05-16-17-31-05:5704
X=134, Y=281, Pressure=1600, Time=2016-05-16-17-31-05:5754
X=134, Y=281, Pressure=1627, Time=2016-05-16-17-31-05:5794
X=134, Y=281, Pressure=1618, Time=2016-05-16-17-31-05:5854
X=134, Y=281, Pressure=1625, Time=2016-05-16-17-31-05:5894
X=134, Y=281, Pressure=1653, Time=2016-05-16-17-31-05:5954
X=135, Y=281, Pressure=1668, Time=2016-05-16-17-31-05:5994
X=136, Y=281, Pressure=1690, Time=2016-05-16-17-31-05:6054
X=136, Y=281, Pressure=1719, Time=2016-05-16-17-31-05:6094
X=137, Y=281, Pressure=1719, Time=2016-05-16-17-31-05:6154
X=139, Y=281, Pressure=1702, Time=2016-05-16-17-31-05:6194
X=141, Y=281, Pressure=1717, Time=2016-05-16-17-31-05:6254
X=143, Y=281, Pressure=1725, Time=2016-05-16-17-31-05:6314
X=145, Y=281, Pressure=1712, Time=2016-05-16-17-31-05:6354
X=148, Y=281, Pressure=1725, Time=2016-05-16-17-31-05:6414
X=152, Y=281, Pressure=1719, Time=2016-05-16-17-31-05:6454
X=156, Y=281, Pressure=1708, Time=2016-05-16-17-31-05:6514
X=160, Y=281, Pressure=1712, Time=2016-05-16-17-31-05:6554
X=167, Y=280, Pressure=1723, Time=2016-05-16-17-31-05:6614
X=176, Y=280, Pressure=1714, Time=2016-05-16-17-31-05:6654
X=181, Y=280, Pressure=1710, Time=2016-05-16-17-31-05:6714
X=185, Y=279, Pressure=1723, Time=2016-05-16-17-31-05:6754
X=189, Y=279, Pressure=1706, Time=2016-05-16-17-31-05:6814
X=193, Y=279, Pressure=1708, Time=2016-05-16-17-31-05:6854
X=197, Y=278, Pressure=1714, Time=2016-05-16-17-31-05:6914
X=201, Y=278, Pressure=1680, Time=2016-05-16-17-31-05:6954
X=204, Y=277, Pressure=1635, Time=2016-05-16-17-31-05:7014
X=203, Y=277, Pressure=1584, Time=2016-05-16-17-31-05:7054
X=206, Y=277, Pressure=1514, Time=2016-05-16-17-31-05:7114
X=209, Y=277, Pressure=1428, Time=2016-05-16-17-31-05:7154
X=211, Y=276, Pressure=1335, Time=2016-05-16-17-31-05:7214
X=213, Y=276, Pressure=1234, Time=2016-05-16-17-31-05:7254
X=214, Y=276, Pressure=940, Time=2016-05-16-17-31-05:7314
X=215, Y=276, Pressure=76, Time=2016-05-16-17-31-05:7354
