X=97, Y=233, Pressure=1065, Time=2016-05-16-17-35-36:1919
X=97, Y=233, Pressure=1124, Time=2016-05-16-17-35-36:1919
X=97, Y=233, Pressure=1163, Time=2016-05-16-17-35-36:1949
X=97, Y=233, Pressure=1147, Time=2016-05-16-17-35-36:2019
X=97, Y=233, Pressure=1151, Time=2016-05-16-17-35-36:2059
X=97, Y=233, Pressure=1171, Time=2016-05-16-17-35-36:2109
X=97, Y=233, Pressure=1159, Time=2016-05-16-17-35-36:2149
X=96, Y=234, Pressure=1179, Time=2016-05-16-17-35-36:2219
X=96, Y=234, Pressure=1226, Time=2016-05-16-17-35-36:2249
X=96, Y=234, Pressure=1247, Time=2016-05-16-17-35-36:2319
X=96, Y=234, Pressure=1257, Time=2016-05-16-17-35-36:2379
X=96, Y=234, Pressure=1310, Time=2016-05-16-17-35-36:2409
X=96, Y=234, Pressure=1324, Time=2016-05-16-17-35-36:2489
X=96, Y=234, Pressure=1328, Time=2016-05-16-17-35-36:2519
X=97, Y=235, Pressure=1355, Time=2016-05-16-17-35-36:2579
X=98, Y=235, Pressure=1377, Time=2016-05-16-17-35-36:2619
X=99, Y=235, Pressure=1373, Time=2016-05-16-17-35-36:2679
X=100, Y=236, Pressure=1390, Time=2016-05-16-17-35-36:2719
X=102, Y=236, Pressure=1398, Time=2016-05-16-17-35-36:2779
X=104, Y=237, Pressure=1422, Time=2016-05-16-17-35-36:2819
X=106, Y=238, Pressure=1412, Time=2016-05-16-17-35-36:2879
X=109, Y=239, Pressure=1418, Time=2016-05-16-17-35-36:2909
X=111, Y=239, Pressure=1453, Time=2016-05-16-17-35-36:2989
X=114, Y=240, Pressure=1451, Time=2016-05-16-17-35-36:3019
X=117, Y=241, Pressure=1453, Time=2016-05-16-17-35-36:3079
X=120, Y=241, Pressure=1480, Time=2016-05-16-17-35-36:3119
X=124, Y=242, Pressure=1459, Time=2016-05-16-17-35-36:3179
X=127, Y=242, Pressure=1457, Time=2016-05-16-17-35-36:3219
X=131, Y=243, Pressure=1465, Time=2016-05-16-17-35-36:3279
X=135, Y=243, Pressure=1482, Time=2016-05-16-17-35-36:3319
X=141, Y=244, Pressure=1478, Time=2016-05-16-17-35-36:3379
X=145, Y=244, Pressure=1482, Time=2016-05-16-17-35-36:3409
X=149, Y=244, Pressure=1490, Time=2016-05-16-17-35-36:3479
X=153, Y=244, Pressure=1463, Time=2016-05-16-17-35-36:3519
X=157, Y=244, Pressure=1471, Time=2016-05-16-17-35-36:3569
X=161, Y=244, Pressure=1465, Time=2016-05-16-17-35-36:3609
X=164, Y=244, Pressure=1451, Time=2016-05-16-17-35-36:3679
X=168, Y=244, Pressure=1478, Time=2016-05-16-17-35-36:3709
X=168, Y=244, Pressure=1461, Time=2016-05-16-17-35-36:3769
X=169, Y=244, Pressure=1453, Time=2016-05-16-17-35-36:3819
X=174, Y=244, Pressure=1449, Time=2016-05-16-17-35-36:3879
X=177, Y=244, Pressure=1435, Time=2016-05-16-17-35-36:3939
X=179, Y=244, Pressure=1404, Time=2016-05-16-17-35-36:3979
X=181, Y=244, Pressure=1365, Time=2016-05-16-17-35-36:4039
X=183, Y=244, Pressure=1324, Time=2016-05-16-17-35-36:4079
X=185, Y=244, Pressure=1226, Time=2016-05-16-17-35-36:4139
X=186, Y=244, Pressure=1085, Time=2016-05-16-17-35-36:4179
X=187, Y=244, Pressure=803, Time=2016-05-16-17-35-36:4239
X=188, Y=244, Pressure=74, Time=2016-05-16-17-35-36:4279
X=119, Y=336, Pressure=1543, Time=2016-05-16-17-35-36:6099
X=119, Y=337, Pressure=1516, Time=2016-05-16-17-35-36:6099
X=119, Y=337, Pressure=1522, Time=2016-05-16-17-35-36:6139
X=119, Y=338, Pressure=1537, Time=2016-05-16-17-35-36:6199
X=119, Y=338, Pressure=1531, Time=2016-05-16-17-35-36:6229
X=119, Y=339, Pressure=1516, Time=2016-05-16-17-35-36:6299
X=118, Y=340, Pressure=1553, Time=2016-05-16-17-35-36:6339
X=118, Y=340, Pressure=1551, Time=2016-05-16-17-35-36:6399
X=119, Y=340, Pressure=1555, Time=2016-05-16-17-35-36:6439
X=119, Y=340, Pressure=1578, Time=2016-05-16-17-35-36:6499
X=119, Y=340, Pressure=1563, Time=2016-05-16-17-35-36:6529
X=121, Y=340, Pressure=1553, Time=2016-05-16-17-35-36:6599
X=122, Y=339, Pressure=1578, Time=2016-05-16-17-35-36:6659
X=125, Y=338, Pressure=1567, Time=2016-05-16-17-35-36:6699
X=127, Y=337, Pressure=1602, Time=2016-05-16-17-35-36:6759
X=130, Y=336, Pressure=1596, Time=2016-05-16-17-35-36:6799
X=135, Y=334, Pressure=1586, Time=2016-05-16-17-35-36:6859
X=138, Y=332, Pressure=1565, Time=2016-05-16-17-35-36:6899
X=142, Y=331, Pressure=1574, Time=2016-05-16-17-35-36:6959
X=146, Y=329, Pressure=1580, Time=2016-05-16-17-35-36:7009
X=149, Y=327, Pressure=1553, Time=2016-05-16-17-35-36:7059
X=153, Y=325, Pressure=1555, Time=2016-05-16-17-35-36:7099
X=157, Y=323, Pressure=1569, Time=2016-05-16-17-35-36:7149
X=161, Y=321, Pressure=1555, Time=2016-05-16-17-35-36:7199
X=164, Y=319, Pressure=1512, Time=2016-05-16-17-35-36:7259
X=168, Y=318, Pressure=1484, Time=2016-05-16-17-35-36:7289
X=171, Y=316, Pressure=1431, Time=2016-05-16-17-35-36:7359
X=174, Y=314, Pressure=1367, Time=2016-05-16-17-35-36:7399
X=177, Y=313, Pressure=1312, Time=2016-05-16-17-35-36:7449
X=179, Y=311, Pressure=1161, Time=2016-05-16-17-35-36:7499
X=181, Y=310, Pressure=863, Time=2016-05-16-17-35-36:7559
X=91, Y=456, Pressure=1502, Time=2016-05-16-17-35-36:9260
X=90, Y=458, Pressure=1486, Time=2016-05-16-17-35-36:9260
X=90, Y=459, Pressure=1512, Time=2016-05-16-17-35-36:9320
X=89, Y=460, Pressure=1504, Time=2016-05-16-17-35-36:9380
