X=351, Y=216, Pressure=229, Time=2016-05-19-15-15-31:7492
X=351, Y=216, Pressure=297, Time=2016-05-19-15-15-31:7492
X=351, Y=215, Pressure=356, Time=2016-05-19-15-15-31:7492
X=351, Y=215, Pressure=434, Time=2016-05-19-15-15-31:7492
X=351, Y=215, Pressure=536, Time=2016-05-19-15-15-31:7492
X=351, Y=215, Pressure=538, Time=2016-05-19-15-15-31:7492
X=351, Y=215, Pressure=615, Time=2016-05-19-15-15-31:7492
X=351, Y=214, Pressure=583, Time=2016-05-19-15-15-31:7648
X=351, Y=214, Pressure=615, Time=2016-05-19-15-15-31:7648
X=351, Y=213, Pressure=617, Time=2016-05-19-15-15-31:7648
X=351, Y=213, Pressure=646, Time=2016-05-19-15-15-31:7804
X=351, Y=213, Pressure=805, Time=2016-05-19-15-15-31:7804
X=352, Y=213, Pressure=859, Time=2016-05-19-15-15-31:7804
X=353, Y=213, Pressure=785, Time=2016-05-19-15-15-31:7960
X=353, Y=213, Pressure=807, Time=2016-05-19-15-15-31:7960
X=354, Y=213, Pressure=812, Time=2016-05-19-15-15-31:7960
X=355, Y=214, Pressure=828, Time=2016-05-19-15-15-31:7960
X=356, Y=214, Pressure=1006, Time=2016-05-19-15-15-31:8116
X=357, Y=215, Pressure=889, Time=2016-05-19-15-15-31:8116
X=359, Y=216, Pressure=987, Time=2016-05-19-15-15-31:8116
X=360, Y=217, Pressure=932, Time=2016-05-19-15-15-31:8272
X=361, Y=218, Pressure=912, Time=2016-05-19-15-15-31:8272
X=362, Y=219, Pressure=895, Time=2016-05-19-15-15-31:8428
X=364, Y=220, Pressure=881, Time=2016-05-19-15-15-31:8428
X=366, Y=222, Pressure=861, Time=2016-05-19-15-15-31:8428
X=366, Y=223, Pressure=836, Time=2016-05-19-15-15-31:8584
X=368, Y=225, Pressure=769, Time=2016-05-19-15-15-31:8584
X=369, Y=226, Pressure=736, Time=2016-05-19-15-15-31:8584
X=371, Y=228, Pressure=701, Time=2016-05-19-15-15-31:8740
X=372, Y=229, Pressure=660, Time=2016-05-19-15-15-31:8740
X=373, Y=230, Pressure=615, Time=2016-05-19-15-15-31:8740
X=373, Y=231, Pressure=532, Time=2016-05-19-15-15-31:8740
X=375, Y=233, Pressure=485, Time=2016-05-19-15-15-31:8896
X=375, Y=234, Pressure=407, Time=2016-05-19-15-15-31:8896
X=375, Y=234, Pressure=117, Time=2016-05-19-15-15-31:8896
X=354, Y=247, Pressure=436, Time=2016-05-19-15-15-32:0456
X=354, Y=248, Pressure=532, Time=2016-05-19-15-15-32:0456
X=353, Y=248, Pressure=593, Time=2016-05-19-15-15-32:0456
X=353, Y=248, Pressure=605, Time=2016-05-19-15-15-32:0456
X=353, Y=248, Pressure=652, Time=2016-05-19-15-15-32:0456
X=352, Y=248, Pressure=718, Time=2016-05-19-15-15-32:0456
X=352, Y=248, Pressure=760, Time=2016-05-19-15-15-32:0456
X=351, Y=248, Pressure=754, Time=2016-05-19-15-15-32:0456
X=350, Y=248, Pressure=791, Time=2016-05-19-15-15-32:0456
X=350, Y=249, Pressure=903, Time=2016-05-19-15-15-32:0612
X=350, Y=249, Pressure=936, Time=2016-05-19-15-15-32:0612
X=350, Y=249, Pressure=1006, Time=2016-05-19-15-15-32:0612
X=350, Y=250, Pressure=991, Time=2016-05-19-15-15-32:0768
X=350, Y=251, Pressure=936, Time=2016-05-19-15-15-32:0768
X=350, Y=252, Pressure=1020, Time=2016-05-19-15-15-32:0768
X=350, Y=253, Pressure=920, Time=2016-05-19-15-15-32:0924
X=351, Y=254, Pressure=952, Time=2016-05-19-15-15-32:0924
X=352, Y=256, Pressure=895, Time=2016-05-19-15-15-32:0924
X=353, Y=257, Pressure=908, Time=2016-05-19-15-15-32:1080
